Index,L1,L2,L3,L4,L5,L6,L7,L8,L9,A1,A2,A3,A4,A5,A6,A7,A8,R1,R2,R3,R4,R5,R6,R7,R8,t,L,max_load (N)
2996,8.9,5.5,13.5,6.1,9.3,33.5,34.5,2.75,-8.32,102.21,104.14,99.7,102.7,102.52,103.53,100,100.3,6.4,7.6,7.8,7.6,7.8,7.2,7.2,6.6,1.7,1056,17645.578125
14530,5.8,1.1,1.9,1.7,6.5,25.5,33.5,2.93,4.76,129.42,114.56,122.58,125.31,124.03,124.7,110.38,116.67,7.8,7.8,7.8,6.4,6,6.6,7,7.2,1.4,906,8651.0390625
2811,3,7,3.1,5.7,2.5,30,31,3.68,1.37,97.61,96.98,98.68,100.19,104.23,101.19,98.39,97.61,7.6,6.2,7.4,6.4,6.8,6.8,6.4,6.4,1.8,920,10775.8916015625
11442,7,12.2,17.5,12.1,11.4,26.5,26,0.28,-0.78,95.51,93.96,102.51,106.77,94.94,97.7,95.25,92.7,6,6.6,7.8,7,7.4,7.6,6.4,6.2,1.4,928,6587.40283203125
6713,3.9,2.9,1.4,2.3,1.8,27,32,-2.85,0,64.74,96.21,103.4,101.75,100.99,103.23,99.49,59.41,7.2,6.4,6,7.6,7.8,6.8,6.6,7.8,1.2,928,8626.916015625
7040,1.1,1.8,2.8,3.4,1.2,33.5,34,27.24,0,60.7,109.89,138.73,139.6,131.69,132.18,110.08,76.87,7.6,6,6,6.4,7,6.2,8,7.8,1.2,1026,10199.6513671875
6699,5.5,12.2,3.2,7.2,5.4,32,30.5,0,-4.14,119.38,110.36,87.1,102.83,97.42,122.43,80.95,90.93,6.2,7.4,8,6,6.2,6.4,6,7.4,1.7,1038,13555.0029296875
8070,0.9,8.9,2,1.8,3.8,32.5,28,0.59,0,71.25,99.47,110.45,122.33,92.69,112.25,96.12,68.99,8,6.8,7.2,8,7.6,7.2,8,8,1.7,918,20740.310546875
4202,2.9,5.9,3,2.5,2,35,29.5,4.26,1.65,100.09,96.69,98.78,98.41,103.3,100.69,97.02,97.61,6.2,8,7,7.8,6.2,7.6,6.2,6.8,1.3,1006,11919.6103515625
5217,6.2,2.8,1.4,3.6,1.6,32.5,34.5,4.2,2.76,98.25,108.38,84.22,101.74,98.39,105.15,89.96,99.2,6.8,6.4,7.6,6.2,6.4,7.8,7.2,7,1.2,986,5090.865234375
14306,2,3.7,2.1,5,2.5,25.5,35,2.11,-5.49,96.73,101.71,100.19,101.18,103.47,96.43,107.51,103.81,7.8,6.2,6,7.8,7.6,8,7.4,6.4,1.5,972,15206.1923828125
381,4.5,2.2,0.4,1.5,10.3,29,26.5,3.37,0,66.36,97.8,100.08,94.87,108.62,100.1,99,98.11,7.4,6.4,6.6,6,6.8,6.2,6.6,7.6,1.4,1034,17442.896484375
15358,17.7,8.7,19.3,8.6,16.7,31.5,30.5,3.38,-7.76,96.3,96.82,97.41,98.7,99.79,100.8,97.41,100.16,7,8,6.4,7.6,8,7.2,6.8,7,1.4,1002,13072.5732421875
5921,3.2,4.1,20.1,7.4,3.5,28.5,30.5,0.27,1.08,103.02,97.21,100.88,99.1,97.61,103.42,96.35,105.35,6.2,6.8,7.4,7,6,6.8,6.2,7,1.6,938,9995.9111328125
6845,5.1,2.9,3.7,1.8,11.3,27,33,3.37,0,67.5,99.47,102.72,92.7,109.62,100.2,99,99.59,6.8,6.6,7.6,7.2,6,7.6,8,7.6,1.3,912,7596.68359375
12076,3.7,3,22,6.6,1.6,29.5,26,0.26,0.99,102.01,97.5,100.88,99.4,100.57,100.86,95.3,103.06,7.6,6.2,7.6,7,7,7.2,7,6.6,1.2,1000,7832.0029296875
1631,6.2,0.8,2.7,3.1,3.9,34,33,-2.83,0,64.02,97.37,104.02,104.44,103.63,101.3,99.19,60.44,6.8,6.2,8,7,6.8,7.4,7.8,6.4,1.2,990,9026.2607421875
4815,21.3,4.8,31.3,1.6,17.5,34,29.5,22.51,0.31,97.71,101.09,154.79,156.31,142.53,141.84,103.22,103.73,7.6,7.6,7,6.2,6.4,7.6,7,6.4,1.5,1044,15666.8359375
15955,8.9,10.7,26,11.3,7.7,30,27.5,-3.16,-5,100.99,100.07,104.44,100.77,99.35,91.7,111.11,104.58,7.4,7.8,7,8,7,7,7.2,7.2,1.4,1020,14917.7724609375
15480,1.8,0.2,6,6.4,4.4,32.5,33.5,4.28,5.77,101.4,94.16,103.22,99.19,100.84,98.59,98.55,100.6,7.4,6.8,8,6.8,6.4,6.8,7.8,6,1.2,952,10620.298828125
11195,7.5,8.9,10.5,7,2.8,26,31,19.96,-3.2,97.81,98.09,130.5,131.99,127.13,128.2,102.07,100.75,6.2,6.4,6.4,6.6,7.8,6.8,6.2,6.8,1.5,1002,9845.98828125
1750,7.6,12.1,12.2,6.8,4.9,34,35,18.4,-2.89,97.02,99.66,128.15,130.17,129.57,128.58,104.96,102.6,6.6,6.8,7.4,6.2,7.8,7.8,7.6,7.4,1.6,1032,15052.931640625
8579,8.8,7.8,17,7.2,1.9,28,31,2.66,1.8,99.9,98.59,102.24,103.71,104.22,100.18,100.4,99.9,6.6,7.2,7,7,7.2,6,6,6.6,1.2,958,6015.44580078125
8193,2.3,3.3,5.2,2.3,2.2,32.5,26,3.89,0.76,103.41,105.52,99.1,96.63,107.46,93.54,113.93,107.25,7.8,6.2,7,6,7.6,7.8,7.4,7.6,1.3,1042,6672.32666015625
15484,3,6,12.9,4.9,4.9,34,27.5,2.64,1.97,100.49,99.97,105.67,101.75,103.91,98.4,100,99.2,8,8,7.6,7.4,6,7.2,7.6,8,1.2,1010,5494.6171875
1164,4.7,0.5,1.5,0.4,2.5,27,34,4.21,3.13,97.09,109.34,87.04,104.01,95.94,108.8,91.95,99.6,6.8,6.8,7.4,6,6.4,7,6.6,7.8,1.2,932,5883.1044921875
7671,17.1,3.2,33.8,4.5,20.6,28.5,35,25.54,0.3,99.78,99.4,150.98,152.6,141.67,143.71,102.81,104.14,8,6.2,6,7.6,6.4,7.2,7,7.2,1.6,930,19447.576171875
4007,1.4,9.2,0.6,9.6,3.8,28,34.5,-12.37,1.05,94.82,88,96.31,91.61,91.52,87.35,94.52,82.2,7.2,6.2,6.4,7.2,6.8,7.2,6.4,7.8,1.4,1018,10415.59375
14281,6.5,2.9,3,1.8,5.5,30,25,-3.04,0,64.8,95.63,101.85,104.64,101.5,99.67,99.88,59.47,7,6,6.8,7.2,7.2,7.6,6.8,6.4,1.3,980,7543.41943359375
16938,4.6,11.4,18.6,14.8,11.1,28.5,27,0.31,-0.73,96.85,95.58,101.2,106.98,96.58,98.87,96.19,92.6,8,7.2,7.4,6.6,7,7.2,7,7,1.8,932,13185.89453125
14548,18.9,8.6,17.8,4.9,19,30.5,26,3.12,-8.48,97.17,98.29,96.53,97.81,98.88,98.01,97.41,99.48,7.6,7,8,7.6,7.2,6.4,6.6,7,1.3,1006,9123.0634765625
12999,4.3,4.3,21.1,7.8,3.6,35,33.5,0.23,0.97,99.78,95.84,98.8,100,97.02,103.73,95.59,103.38,7.2,6,6.2,6.4,7.2,6,6.8,7.6,1.8,900,20439.0859375
11097,9.6,14.3,23.4,9.7,9.8,25.5,33,-3.26,-4.71,98.9,96.24,104.85,102.4,96.43,94.31,112.44,106.29,6.4,7.8,7.8,7.8,6.4,6,7,7,1.5,984,16512.37109375
6115,3.4,1.6,2.5,0.3,7,29.5,31.5,2.93,4.26,127.1,112.75,122.21,124.67,123.18,129.13,111.48,116.67,7,6.2,6.4,7.2,6.4,6.4,7,6.4,1.8,1036,29828.134765625
13393,2.4,1.6,3.1,2.1,1.9,29.5,26,-3.1,0,63.76,94.96,102.27,105.26,100.48,101.8,100.48,59.77,6.4,7.2,7.8,7.4,7.8,7.6,6.4,6.2,1.6,914,14834.3291015625
6705,3,0.7,6.4,1.4,9.2,35,32.5,3.62,0,66.36,96.14,101.4,95.15,110.39,99.8,99.7,97.32,7.2,7.2,8,6,8,6,6.6,6.6,1.5,926,8839.953125
12878,7.5,14,19.2,12.2,6.5,25,25.5,0.32,-0.85,96.95,96.25,102.31,106.98,94.37,96.82,94.59,95.24,6.4,7.6,7.6,7.8,8,6.6,6.8,7.2,1.3,948,6502.3359375
13953,21,6.8,32.6,5.2,17.7,30.5,27.5,21.7,0.3,99.19,97.81,152.04,154.61,140.82,144.14,102.2,100.46,7.2,6.8,6.4,7,7.2,6.6,7,7.2,1.7,1034,12573.220703125
3177,7.9,11.8,17.6,14.2,8.1,33,30,0.3,-0.88,95.9,96.34,101.51,107.4,97.73,96.04,93.55,94.02,7.2,6,7.8,7.8,8,7.8,7.8,6.6,1.2,1032,8076.82275390625
13428,15.1,8.6,20.2,8.9,19.6,29,30.5,3.06,-7.89,95.15,99.18,99.56,96.53,101.51,97.61,97.41,96.83,6.6,7.4,7,7.4,7.2,7.2,6.8,6.6,1.5,1014,12955.6728515625
1258,0.5,10.2,0.5,0.7,3,31.5,31.5,0.65,0,70.12,101.7,106.55,120.03,95.32,114.05,96.12,67.77,6.8,7,6.2,6.6,7.8,7.2,7.8,7.8,1.3,922,7995.50537109375
6487,7.4,8,1.6,7.7,2.6,34.5,28,0,-4.12,115.38,114.52,89.5,104.71,100.67,122.19,83.66,94.35,7.6,7.2,7.8,7.4,7.6,7.2,6,7,1.5,1044,13447.4365234375
5304,5.1,4.4,20.9,4.8,2.8,32.5,29.5,0.23,0.92,100.39,97.99,100.98,98.9,99.68,102.3,94.35,104.42,6.2,8,7.8,6,8,6.6,7.4,7.8,1.4,928,7285.68408203125
6741,11.9,13.5,25.1,11.3,7.8,35,34,-3.21,-4.78,97.51,96.33,103.3,101.79,97.6,93.38,109.22,108.63,8,6.6,6.4,8,7.6,8,6.6,6.2,1.8,1002,12436.1396484375
2500,16.8,3,31.4,7.1,22.5,31,32.5,24.14,0.3,99.58,99.7,149.45,156.77,142.53,142.56,101.28,101.58,6.2,7.8,7,8,6.6,6.8,6.4,7.8,1.7,1018,25078.333984375
2488,0.4,6.3,2.1,4.7,3.2,25.5,34,3.89,1.55,101.18,97.46,97.9,99.89,103.5,100.5,98.39,99.5,7.8,6.8,7.2,7.6,7.4,6,6,6.2,1.7,956,17035.126953125
8459,5.5,4.9,6.2,3,6.4,34.5,25.5,3.8,5.92,98.3,91.3,101.79,99.09,102.8,97.9,95.45,100.6,7.8,6.2,7,6.2,6,7.2,6.6,6,1.2,942,9750.369140625
15178,3,4.1,0.1,0.7,4.2,28.5,33.5,4.34,1.63,99.4,98.24,99.07,99.5,102.37,99.3,98,100.19,6.4,6.6,7.2,7,7,6.6,8,6.8,1.6,1002,13416.1552734375
7537,1.1,6.6,18,8.2,2.9,31.5,31,0.23,0.9,103.12,95.84,99.6,99,99.49,101.88,94.73,102.13,7.8,6.6,7,6.8,8,7,7,6.8,1.6,1018,16482.53515625
61,1.4,4.2,1.4,4.3,4.2,30,28.5,2.08,-4.75,99.58,101.5,100.29,103.43,103.16,99.56,105.37,104.85,6.4,7.2,6.2,6.6,7.2,7.2,7.4,7.8,1.8,932,12446.0322265625
7573,1,1,0.2,3.1,3.8,33,33.5,4.24,2.71,96.22,105.48,86.78,103.08,99.07,106.23,91.22,99.6,7.8,6,6.4,8,6.6,6.4,6.8,6.6,1.6,948,17165.185546875
13368,7.6,13.5,19,15.9,7.4,34.5,25.5,0.3,-0.79,97.14,95.58,99.99,106.98,94.46,98.48,93.93,93.55,6.8,8,7.6,6.8,6,7,6,6.4,1.4,920,7446.3740234375
85,0.5,6.9,17.6,6.5,3.5,25.5,29.5,0.25,1.1,100.39,96.33,100.78,101.7,100.28,100.76,95.3,105.04,6.6,6.8,8,7.4,7.4,6.4,6.2,6.4,1.5,1044,8683.3037109375
7285,5.4,3,9.9,6.7,9.7,31.5,27,2.59,-8.28,102.62,104.14,101.9,101.57,101.2,101.7,100.6,99.9,6.2,6.8,7.2,7.2,6,6.8,6.4,7.8,1.4,934,12434.52734375
13979,8.3,12.7,25.8,14.6,7.7,32.5,27.5,-3.37,-4.63,97.91,97.41,103.4,102.1,97.3,91.52,113,106.18,7.2,6,7.8,6,6.4,7.4,6.2,7.4,1.8,1026,10292.751953125
6643,6.3,14,21,11.3,12.3,29.5,31.5,0.31,-0.76,94.65,96.82,99.89,103.4,96.48,98.19,93.36,95.9,7,7.6,7.6,6,7.2,7.4,8,6.8,1.5,926,7021.62841796875
113,3.1,0.6,0.1,0.1,4,29,30,4,2.91,96.12,108.27,83.96,101.74,98.1,105.58,90.95,101.8,8,7.2,6.4,6,6.6,8,6,7.8,1.6,920,10018.861328125
10841,4.6,11.7,10.7,10.2,3.1,30.5,31.5,18.16,-2.71,99.09,97.7,132.98,129.39,126.74,125.89,102.59,104.34,8,8,8,6,6,6.6,7.8,6.2,1.2,960,11518.1435546875
5428,2,5.3,0.8,3.4,1.9,25.5,34.5,3.73,1.5,99,96.5,99.86,100.19,103.09,100.69,98.1,98.31,7.8,7.2,7.8,7,6.6,6.8,7.6,7.6,1.5,964,8618.1083984375
13768,5.8,2.6,20.6,3.9,2.2,34.5,32.5,0.27,1.08,102.21,98.96,98.21,101.8,97.32,101.17,96.35,104.42,7.6,6.4,7.6,7.8,7,7.8,6,8,1.6,1044,14253.482421875
1480,5.2,2.2,2.8,1.6,1.4,32.5,28,4.04,3.12,97.28,107.74,84.64,103.6,97.31,107.94,90.77,98.2,6.8,6.8,6.2,7.6,7.8,7,6,7,1.5,928,11324.298828125
17046,2.6,6.8,2.5,7.3,3.3,35,34,2.16,-4.8,99.39,100.19,102.72,102.71,105.76,98.77,108.59,103.61,7.4,6.2,6.6,7,6,7,6.8,7,1.8,930,10432.951171875
11778,0.3,4.2,20.6,8.3,2.5,33.5,26.5,0.24,1,99.48,97.4,97.22,98.2,98.6,103.63,96.93,106.08,6.2,7.8,6,6.4,6,7.6,6.2,6.8,1.6,902,16531.35546875
13703,3.6,2,2.2,4,5.8,35,25,3.7,3.01,98.05,108.38,86.36,101.84,99.56,107.51,89.23,98.7,8,8,7.8,7.8,7.4,7.2,6,7.4,1.6,1018,12084.494140625
3219,1.3,14.5,1.2,12.7,3.3,35,30.5,-13.84,0.91,94.34,88.81,98.15,90.32,92.53,86.04,94.71,82.36,7.6,7.8,6.6,6.8,7.6,6.6,7,6.4,1.7,1010,20894.509765625
6366,5.1,11,19.4,13.1,8.8,34,26.5,0.29,-0.87,97.62,94.06,101.71,104.14,96.96,99.55,94.68,92.51,8,7.2,6.6,7.4,6,7.2,6.8,7.6,1.5,982,16208.8271484375
8433,1.2,4.9,0.6,2.7,2.2,26.5,34,1.93,-5.42,97.02,101.81,99.88,102.71,104.3,96.72,106.87,104.64,6.4,7.4,6.6,6.8,7.8,6.4,7.2,6.8,1.2,1044,6392.87744140625
8077,2.8,3.9,6,4.9,5.8,35,28.5,4.32,5.82,99.4,91.2,100.26,99.68,104.34,96.63,95.45,100,7.8,6.6,7.8,6.6,7.4,6.2,7.8,7.8,1.5,1024,9060.05078125
16828,0.6,14.7,6.2,14.6,0.7,29.5,25,-9.4,-1.02,9.91,83.97,100.36,90.77,95.05,82.32,104.11,12,7.6,6.8,6.6,7.2,7.2,6.4,7.6,6.2,1.2,920,6830.169921875
1296,3,8.1,11.5,4,7.2,33,32,2.86,1.77,100.79,99.48,104.32,102.37,104.22,100.28,100,100.3,7.6,7.8,7.4,6,6.6,7.6,7.8,7.4,1.3,916,8940.9521484375
14631,4.5,13.1,18.6,16,11.3,29,30.5,0.27,-0.88,93.88,94.63,99.79,105.29,94.85,97.99,93.46,95.24,6.8,6.8,7,7.2,6.2,7,7.6,6,1.2,1058,11120.970703125
951,3.1,10.3,0.7,8.3,3.7,34,34,0,-4.29,116.21,112.5,88.17,105.23,99.69,119.42,80.46,90.65,7.4,7.8,7.6,7.8,7.4,7.6,7.4,8,1.8,934,19313.0703125
11998,3.3,12.7,17.1,17,8.9,33.5,25.5,0.27,-0.83,96.66,95.1,100.7,106.56,94.85,98.58,94.59,96,6.8,6.2,7.8,7,6.4,7.4,6.4,6,1.7,1050,16267.1865234375
13276,3.2,6.2,0.2,2,1.9,31.5,28,3.74,1.53,100.99,97.46,98,100.29,103.09,97.91,98,100.58,6.4,7.6,7.8,8,6.6,7.4,7.4,7.6,1.2,1032,5237.2529296875
10682,4.8,2.6,1.3,1.1,5.3,26.5,30,-3.1,0,65.19,96.02,104.33,105.16,103.53,101.09,99.98,61.04,6.2,7.2,6.6,6,7,7.6,8,7.6,1.8,950,13164.8359375
5328,2.5,4.8,1.1,6.5,0.2,33,31,1.89,-5.1,99.68,99.48,100.59,101.59,102.22,98.48,108.69,103.19,7.6,7.6,6.4,7,6.8,6.2,6.6,6.6,1.8,1010,13741.705078125
10973,5.7,0.8,0.1,0.4,10.9,31.5,25.5,2.71,4.06,126.58,111.16,121.6,129.23,122.69,124.07,109.94,115.15,7.6,6.4,6.6,7.8,6.6,6.8,6.4,7.2,1.8,1006,29668.13671875
6666,3.5,7.3,19.4,3.9,2.8,26,32,0.27,1.1,99.38,96.62,97.32,101.4,98.6,100.96,93.78,103.06,6.6,6.8,7.4,7.2,7.2,6.4,6.6,7,1.2,1032,8000.90673828125
5593,0.3,5,18.2,6.9,5.2,27.5,32,0.24,1.08,102.41,98.48,100.69,98.9,98.11,104.55,96.83,105.77,6.4,6.4,7.4,7.6,7.4,8,8,6.4,1.4,1036,7290.29443359375
16105,4.6,6.9,16.7,7.1,4.1,30,29.5,2.59,2.02,98.8,100.16,103.8,104.64,102.46,100.18,101.8,100.8,7.6,7.6,7,6,7.8,7.8,7,7.2,1.7,976,16874.328125
11627,16,7.6,20.5,7.6,15,27,29,3.33,-7.57,94.86,96.92,95.94,96.73,100.5,97.81,97.41,97.02,6.2,6.2,6.6,6.4,8,6,7.4,7,1.4,1016,8214.1396484375
10780,5.5,1.6,5.2,1.6,8.7,26,28.5,3.48,0,67.44,96.63,100.59,94.87,108.62,99.4,100.7,98.01,6.6,7,6.4,7.4,8,7.4,6.4,8,1.8,1020,15797.67578125
314,6.5,6.1,0.3,2.9,7,35,33,28.36,1,106.04,96.12,144.13,139.45,130.13,123,106.95,102.47,7.4,7.4,6.4,7.4,6.6,6.8,7.2,6.2,1.3,1014,6073.06494140625
16549,15.9,6.8,20.1,4.4,14.6,27.5,34,3.39,-7.3,95.24,98.69,97.9,98.2,99.49,99.1,98.41,96.53,7.4,6.4,7,6.8,6.4,8,6.2,7.2,1.6,984,9488.6123046875
4761,4.8,2.7,14.7,5,5.3,28,35,2.76,-8.48,103.33,100.65,101.2,101.47,103.02,101.19,101.6,98.89,6,6.6,6.2,6,7.2,7.4,6,7.6,1.2,1008,5566.8974609375
10798,5.9,8.4,1.4,0.5,4.7,29,27,0.65,0,70.76,100.49,108.72,122.09,94.76,112.25,93.85,68.72,7,8,7.6,6.8,7.4,6,6.2,6,1.4,960,17951.2265625
6171,4.9,7.1,9.8,6.4,8.2,25.5,26.5,2.98,-8.68,99.97,103.52,98,101.98,100.08,102.31,99,99.9,7.8,6.8,7,7.4,7,6.4,7,7.2,1.7,1004,9940.021484375
5672,0.7,2.5,2.5,1.6,6,27.5,35,3.05,4.85,126.45,114.78,121.23,125.69,123.79,128.88,110.49,115.85,7.6,6.2,6,7.2,7,8,6,6.4,1.5,954,12294.7041015625
16730,2.5,5.1,1.5,7,2.3,28,30.5,2.14,-4.51,100.47,102.52,99.27,102,104.72,96.33,108.59,103.61,6.2,7.8,6.6,7.2,7.2,6.8,6.4,7.6,1.8,1022,10029.421875
7708,7.3,11.6,25.8,14.2,10.5,34.5,28,-3.35,-4.7,99.5,98.89,101.34,100.66,98.38,93.75,110.89,105.33,7.8,7.2,8,6.8,7,7.8,7.2,7.4,1.6,980,17953.857421875
16812,0.1,13.6,1.2,12.3,2.8,33,27.5,-13.69,0.95,94.53,89.44,97.67,92.89,90.51,87.78,95.27,81.87,7,7.8,6,7,7.8,6.4,6.8,7,1.3,974,7319.91259765625
14734,9,11.3,27,15,11.9,27.5,35,-3.39,-4.9,98.41,98.2,104.33,101.99,97.7,94.68,110.67,108.63,6.8,6,6.2,7.2,6.4,6.8,7,7.6,1.2,994,11954.0498046875
7641,2.7,0.5,0.1,0.6,6.1,28.5,34.5,4.39,2.96,95.25,108.92,84.13,105.46,98,105.69,90.5,100,6.6,7.6,6.4,6,6.4,6,7.2,8,1.6,1010,11232.5693359375
939,5.6,12.9,0.4,9.4,3.1,28,34.5,0,-3.94,119.85,112.72,87.19,105.44,98.8,122.67,83.09,92.68,7.6,6.8,6.6,6,7,7.8,7.4,8,1.2,1052,12206.0869140625
14950,0.3,2.2,3,3.7,1.3,32.5,27,3.71,1.37,100.59,96.11,96.63,99.1,104.85,99,97.71,98.01,6.4,8,7.8,7.8,7.2,6.8,7.8,6.4,1.3,1004,8794.5634765625
288,5.6,13.1,2.3,14.1,0.9,25,35,-11.91,1,95.39,91.33,96.02,90.23,91.42,85.61,94.99,82.28,6.6,6.6,6.4,7.8,6.2,7.6,7.8,7.8,1.6,920,9389.201171875
3278,3.2,4.9,2,3.4,2.5,29.5,31.5,2.04,-5.15,98.99,100.29,102.72,100.67,103.37,97.41,106.76,102.47,6.8,6.6,6.2,7,6.8,7.4,6.2,6.2,1.4,1022,6270.85400390625
5118,1.8,4.6,19.2,7.3,0.1,35,28.5,0.24,1.09,103.33,96.72,97.91,98.7,99.98,101.78,95.02,104.1,7.8,7.8,7.8,7.2,7.4,7,7,7,1.7,932,18605.439453125
15849,6.1,11.6,2.4,5.7,4.4,31.5,25.5,0,-4.19,115.86,114.08,89.76,105.65,98.7,118.21,82.84,93.7,6.8,6.6,6,6.4,6.8,6.8,7.6,6.8,1.3,1034,8670.974609375
7787,19.2,1.7,33.4,4.9,21,35,28,24.62,0.29,97.22,97.41,154.79,151.83,141.39,146.16,101.69,101.28,7.6,7.8,7.2,7.6,6,6.2,7.2,7.2,1.8,944,23961.623046875
3469,2.5,1.7,2,1.3,10.3,33.5,30.5,2.69,4.78,127.87,111.39,124.05,128.22,121.36,126.6,111.37,114.91,6.6,6.8,6,6.2,7.8,7.6,6.6,7.2,1.8,1054,15117.1318359375
16499,18.8,4.9,31.8,6.3,21.1,32.5,27,21.84,0.29,98.6,100.89,152.8,154.61,143.52,144.43,102.3,101.58,7.6,6,7.4,6.6,7,7.8,7.6,7.6,1.6,930,23010.779296875
5964,21.5,2,30.7,3.6,22.9,31,28,24.62,0.33,100.27,100.89,151.89,155.84,142.1,146.02,103.32,104.14,6.8,7.8,6.6,6.2,7.6,6.4,7.8,7.8,1.3,940,8525.73046875
12247,5,7.8,9.9,6.2,8.6,27.5,33,21.32,-2.98,98.2,98.88,132.07,130.43,128.93,125.76,104.03,100.86,7,7.6,7.8,8,7.6,8,7.4,7,1.4,958,13608.9013671875
4630,1.2,7.7,21.5,4.3,3.8,30.5,31,0.26,0.96,103.22,96.33,99.99,101.7,98.3,102.91,96.26,103.06,6.2,6.6,6.4,8,6.6,6.2,7,6.6,1.6,994,9974.4541015625
15684,16.9,7.8,18.2,4.8,19,35,35,3.16,-7.87,95.63,99.18,97.12,97.91,102.62,100.6,100.99,98.79,6.6,6.2,6.6,6.6,6.8,8,6.8,6.4,1.6,900,18569.080078125
3025,3.7,1.6,0.3,2.6,1.1,29,33,4.06,3.14,95.54,107.95,86.18,105.57,97.02,106.33,91.4,101.3,7.2,7.6,6.2,7.6,6,7.2,6.8,6,1.7,1006,14461.7978515625
15928,2,5.3,17.5,3.9,3.1,34.5,32,0.23,0.93,102.82,98.96,97.51,98.8,99.19,103.32,95.4,105.46,6.4,6.6,6.2,7.6,6.4,7.4,6.2,8,1.4,930,11068.7939453125
5446,3.4,2,0.2,3.7,3.9,32.5,34,2.1,-5.04,97.32,99.08,99.98,102.2,103.37,97.8,109.02,104.12,6.8,6.6,7.4,7.8,7.8,6.8,7.2,7.2,1.2,910,6560.1962890625
14913,7.5,4.4,1.2,0.6,1.3,26,28,3.63,4.1,99.3,91.77,104.74,99.7,100.66,102.92,92.01,97.51,8,6.4,6.4,6.4,7.8,6.8,7,7,1.8,992,12894.6591796875
8413,3.8,6.9,13.5,5.5,8.8,28,31.5,3.01,-9.13,103.53,102.6,102,103.01,99.48,102.72,98.7,99.39,7,6.2,6,7,7.2,8,6.8,6.2,1.3,986,8399.2568359375
16108,6.2,2.8,4.4,6.5,3.9,25,34,3.59,6.35,99.3,91.39,101.9,97.51,104.03,97.21,97.97,98.7,7.8,7,6.6,6.4,6.4,6.8,6.2,6,1.6,908,15458.611328125
102,2.5,10,2.7,14.4,0.7,25.5,35,-12.7,0.95,95.2,91.24,96.41,90.78,90.23,87.96,95.27,81.3,6.6,6.4,7.8,7.8,7.4,6.6,7,6.2,1.6,904,15556.306640625
593,5,2.4,0.9,1.4,5.9,27.5,25.5,3.26,4.34,129.42,114.67,122.95,124.29,120.14,126.6,110.93,115.38,6.6,7.6,7.6,7.2,7,6,7,6.2,1.7,990,17205.05859375
15404,3.9,3.9,1.5,6.6,2.4,33.5,34,1.85,-4.62,97.32,99.99,103.02,100.06,103.47,96.72,105.91,102.37,7.6,6.4,6.4,7.4,6.8,7,7.2,7.8,1.6,956,16902.240234375
15936,11.2,11.2,25.6,13.3,9.4,25.5,30,-3.28,-5.22,99.89,99.87,101.75,100.77,95.74,92.26,110.22,105.33,6.8,7.2,7.6,6,6.8,6.4,8,6,1.6,986,10190.69921875
10786,5.5,8.7,21.4,11.4,8.4,25,31,0.29,-0.83,94.65,96.06,100.5,104.98,95.71,98.48,92.7,93.17,6.2,6.8,7.8,6.4,6.6,6.6,7.6,7,1.3,906,5627.19580078125
14331,2.8,1.5,1,0.7,5.8,28,31.5,3.23,3.86,99.4,92.05,106.65,99.7,100.46,101.2,93.42,98.01,7.2,7.8,7.6,7.8,7.6,6,6,8,1.7,1050,13461.5126953125
13319,4.4,11.4,19.6,12.9,8.8,35,30.5,0.32,-0.8,94.27,95.87,102.92,106.35,95.52,96.92,93.17,92.89,7.6,7.8,7.8,7.4,6.6,6.4,7.4,7.4,1.8,972,9940.01953125
15174,1.3,6,19.4,6.6,3.3,31.5,27.5,0.27,0.97,102.52,96.23,100.19,99.3,100.08,100.96,93.87,105.25,7.6,6.8,6,6.2,7.2,6.8,6.2,6.8,1.6,988,8213.04296875
11411,3.5,11,2.6,3.1,1.2,33.5,30,0.61,0,70.47,101.6,110.13,122.57,92.78,111.8,93.85,67.97,6.8,6.6,6.8,7.4,6.8,6.4,6.2,6.2,1.6,1020,15520.1474609375
7181,7,0.9,2.9,1.1,2.5,35,32.5,-3.17,0,63.5,95.05,101.23,102.37,101.4,99.57,98.01,59.83,7.2,6.8,7,6.8,6.4,7.8,6.8,6.4,1.5,1048,18104.21484375
4562,2,6.6,2.1,7.2,4.2,27.5,29,1.94,-5.26,99.29,102.52,101.4,103.53,102.22,98.58,106.23,101.95,7.4,7.2,6.2,7.4,6.6,7.8,6.6,6.6,1.6,1030,16090.515625
2788,1.2,12.3,1.1,11.9,2.5,34,28.5,-13.46,0.92,95.77,90.88,96.89,91.61,90.42,88.57,93.4,82.53,7.4,6.8,8,6.2,7.6,7.2,6,6,1.4,1018,14401.70703125
11948,2.5,0.3,2.7,0.2,6.5,34.5,31,3.08,4.87,130.7,114.11,121.84,127.97,123.91,124.07,111.82,115.38,6.6,6.2,6.2,6.2,7.8,6.8,6,7,1.4,912,11502.55078125
14849,16.5,5.7,19.9,5.3,14.5,27.5,25,3.3,-7.6,96.01,97.71,99.76,97.12,101.4,97.91,100.79,98.89,7.4,7.6,6,7.4,6.2,8,7.8,6.8,1.6,1048,11396.5830078125
4941,2.4,7.2,19.2,7.4,0.1,33,31,0.24,1.05,99.88,99.16,98.21,98.7,100.47,101.88,96.45,103.06,8,7.6,7.4,6.4,8,7,7.6,7.4,1.3,916,6932.728515625
