Index,L1,L2,L3,L4,L5,L6,L7,L8,L9,A1,A2,A3,A4,A5,A6,A7,A8,R1,R2,R3,R4,R5,R6,R7,R8,t,L,max_deflection (mm)
13236,5.2,4.6,13.6,3.9,6.5,30.5,27.5,2.55,-9.68,100.99,104.24,101.1,103.42,102.31,101.7,98.9,101,8,7.8,7.6,7.2,7.4,8,7.8,7,1.8,992,133.279312133789
13265,7.7,8.4,12.8,8.6,2.9,25,27.5,2.66,1.87,99.8,97.51,104.73,102.26,104.64,99.79,101.2,100.7,7,6.2,7.2,7.8,7.8,6.8,6,6.8,1.6,1054,141.657150268555
12024,4.2,4.8,2.2,1.7,5.3,33.5,25,3.68,0.87,101.66,103.42,99.1,99.19,108.21,91.62,111.67,109.19,7.8,7,7.8,7.4,7.2,6.8,6.4,7.2,1.3,984,130.844741821289
7072,6.8,4,0.8,0.6,2.8,33,34.5,3.84,3.96,97.52,91.4,104.42,99.8,102.71,99.67,93.89,97.71,7.4,6.6,7.8,6,7.6,6.6,6.2,7.8,1.2,910,112.435134887695
12702,4.3,3.1,17.6,6.1,1.4,27.5,27,0.23,1.07,100.29,98.18,97.81,98.6,98.5,102.7,95.69,101.92,8,7.4,8,7.8,7.6,6.8,6.6,6.2,1.7,962,98.6039581298828
34,4.1,3.6,1.6,2,5.3,28,26.5,4.3,2.86,97.38,105.7,84.64,102.25,99.47,105.48,92.31,98.2,7,7.2,7.2,6.4,6.8,6,6,6,1.8,934,110.433929443359
4821,5.6,4.6,3.3,4.5,4.2,26,34.5,3.18,3.95,97.91,93.63,105.27,98.1,102.5,100.38,92.86,98.01,7.8,7.8,7.8,6.6,6,7,6,6.2,1.8,920,132.961624145508
8054,5.4,1.4,2.7,2.3,3,33,30,-2.86,0,65.38,95.34,102.99,101.85,100.08,102.51,98.9,60.5,7.4,6.2,8,6.6,6.8,8,7.8,7.2,1.3,1058,157.97492980957
11563,6.3,0.9,2.2,2.3,9,32,33,3.1,4.24,126.45,111.05,123.8,128.22,121.36,127.87,111.04,115.26,6.6,7.4,7.2,6,7.2,8,7.2,7,1.3,1050,153.123626708984
648,16.6,5,21.6,6.1,19.6,29,30,3.59,-7.28,98.04,96.33,96.33,98.99,102.31,98.6,99.1,97.12,6.4,8,7.8,7.4,6,6.4,6,6.2,1.5,1048,109.403060913086
16896,9.7,13.1,28.6,12.6,9.3,26.5,29,-3.35,-5.28,98.8,96.73,103.82,100.36,97.89,93.94,112.55,108.42,6,8,7.4,6.4,6.8,7,7.6,6.4,1.4,1042,137.281967163086
7277,2.9,4.6,2.2,3.2,3.1,25,34.5,4.04,0.8,101.35,105.1,101.8,97.22,104.27,92.26,112.35,105.74,6.4,8,7.2,7,6.2,8,8,6.8,1.5,1020,148.587936401367
8819,6.4,14,23,16.7,10.4,25,31.5,0.28,-0.88,96.95,95.01,99.59,104.87,96.67,97.6,95.82,96,6.8,7.8,7,7,7,7,6.8,7.8,1.4,940,138.088882446289
12898,5.8,1.2,3.8,4.8,11,30,30.5,26.39,1.07,108.63,95.25,139.44,137.11,131.3,122.75,104.09,102.37,7.8,7.2,6.2,6.2,6.4,7.4,7.4,6,1.7,940,160.189056396484
7744,0.7,4,2,2.8,1.7,27.5,32.5,2.18,-5.42,99.09,102.31,101.1,104.14,105.76,97.31,108.37,105.36,7.4,6.8,6.8,6.6,7.8,7,7.6,6.8,1.2,980,161.898529052734
13212,1.1,12,2,2.5,1.6,35,29.5,0.65,0,70.19,99.98,109.69,121.97,92.97,111.12,94.98,68.51,7,6.8,7.4,7.4,8,7.4,7.2,6.6,1.6,910,121.816596984863
365,2.4,8.9,1.7,11.4,2.5,33.5,29.5,0,-4.38,115.15,113.62,90.47,103.98,100.08,120.98,83.66,91.58,8,7,6,6.6,7.6,7.2,6.4,7.4,1.6,954,133.952743530273
16924,8.4,3.4,12.5,6.3,10,32.5,30,2.88,-9.41,100.17,101.78,98.6,103.11,103.22,100.98,101,99.29,7.4,7.8,8,6,7,7.6,7,6.4,1.3,958,127.113334655762
2938,7.7,4.5,12.9,8.6,7.6,34.5,31.5,2.64,-8.17,100.48,101.47,99.3,103.63,100.08,101.49,100.2,99.49,6.4,7.6,7.2,7.8,6.4,7.6,6.8,7.2,1.4,952,139.979675292969
5530,8.3,7,15.2,6,2.3,34,34,2.65,1.81,97.91,100.16,105.25,103.71,104.12,98.4,102.21,99.3,6.2,6.6,6.4,6,6.6,8,7.4,6.8,1.7,914,89.8133010864258
16581,0.8,6.7,18.4,5.7,1,27.5,27.5,0.27,1.08,102.11,98.77,99.5,101.2,97.32,102.91,97.02,102.96,7.4,6.4,6,6,7.4,7.2,7.2,7.8,1.8,966,105.659683227539
3616,7.3,11.2,0.4,10.7,4.2,31,27,0,-3.87,115.38,113.51,89.94,102.62,98.9,122.55,83.58,93.8,8,8,7,7.2,6.8,6.4,6.4,7.2,1.2,910,127.569755554199
8554,10.6,14.2,28,12.7,8,29.5,30,-3.75,-4.62,97.81,99.97,104.44,100.46,97.6,92.45,112.89,106.82,6,7,7.2,7.2,6,6.4,6.4,7.6,1.4,1034,114.555313110352
8845,4.1,3.6,9.7,4.8,4.9,29,28.5,2.97,-9.63,100.99,101.78,98.4,103.52,101.3,102.41,100.5,101.2,7,8,7,6,6.8,7,7.4,6.4,1.8,912,100.957740783691
5500,21.3,2.1,28.7,2.5,23.3,35,26.5,22.27,0.29,100.17,98.9,151.13,153.53,142.24,142.99,102.5,102.5,7,7.2,6.8,6.6,7.6,6.8,7.4,7.4,1.6,916,129.411422729492
6315,5.5,11.7,0.3,3,2,29,31,0.55,0,70.9,101.6,109.15,120.88,92.31,112.7,93.94,67.16,6.6,7.6,6,7,7,6.4,7,6.4,1.3,942,110.009986877441
8658,4.4,2.1,2.5,3.7,6.6,35,31.5,4.07,6.48,101.5,92.04,101.18,96.63,104.03,99.76,98.26,98.7,6.6,7.6,6.8,6,7,6.6,6.4,6.2,1.4,988,119.805221557617
6639,6.1,3.7,1.6,0.9,2.6,28.5,35,3.46,3.78,100.58,92.42,107.6,98.1,102.81,103.43,93.79,98.6,7,6.2,6.8,7.4,7.8,7.4,7,6.8,1.4,1018,149.188934326172
11647,2.9,7.2,19.2,3,2.8,34,31,0.25,0.99,103.22,99.45,97.51,98.4,99.68,101.88,97.12,104.52,6.2,7,6,7.8,7,6,7,6.8,1.6,1038,138.797805786133
5059,14.4,7.6,21.1,8.2,15.9,35,34,3.67,-8.38,97.94,98,97.8,100.37,101.1,97.61,98.51,99.67,7.2,6,6.4,6.8,7.4,7,7.8,7.8,1.6,1056,113.976066589356
2873,14.9,4.3,17.6,3,17,35,28.5,3.26,-7.97,97.17,98.39,98.19,100.27,101.1,100.99,100.69,97.81,7.6,7,6.8,6.4,6.8,7.8,6.4,6.2,1.5,906,102.128379821777
15902,4.6,1.8,3,4,2.8,34,26,3.95,3.24,97.86,109.02,85.07,105.05,96.14,107.73,92.22,101.8,7.6,6.4,6.4,6.8,6.8,8,7.8,7,1.5,932,116.774360656738
8555,6.7,8.9,25.4,9,9.9,28,30.5,-3.37,-4.51,100.19,96.73,104.85,101.99,95.55,91.8,110.44,106.61,6.4,7.8,6,7.6,7.4,7.2,7,8,1.5,952,108.762474060059
5497,6.2,7,10,4.3,7.6,30,30.5,2.91,-9.85,102.01,102.29,99.9,104.65,101.5,103.12,98.4,99.39,6.8,6.6,6.6,8,7.8,7,7.2,6.2,1.8,938,135.055526733398
1514,5,13.1,3,12.1,3,26.5,25.5,-13.39,1,95.96,90.43,96.89,92.25,93.44,88.48,95.08,80.97,7.2,7.8,6.2,6.6,6.2,6.2,6.6,6,1.6,936,102.36385345459
5155,5.2,0.7,2.6,3.1,4.9,32.5,29,4.34,2.79,94.77,108.49,85.16,104.33,96.63,108.59,91.59,99.8,6.2,7.4,8,7.6,6,6,8,7.6,1.2,958,130.029754638672
7910,8.5,5.5,12.2,4.5,4.5,31,31.5,2.54,1.86,99.1,96.24,105.77,101.75,104.12,98.7,100.7,98.9,8,6.8,7,6,7,6.8,7,6.8,1.5,922,110.697303771973
15969,14,7.2,16.6,5.5,16.2,26,33,3.6,-7.6,94.57,98.88,97.41,97.81,102.62,98.8,98.41,97.81,7.4,6.6,6.8,6.6,8,6.2,6.4,7.4,1.5,1010,138.37287902832
16182,11.4,12,28.2,11.5,10.3,29.5,26,-3.28,-5.1,97.41,97.12,104.13,101.28,97.79,93.38,112.67,104.8,6.8,6.2,8,7.2,7.6,7.4,7.6,7,1.4,932,131.13410949707
14498,7.8,11.9,18.4,15.2,6.7,32,34.5,0.3,-0.72,95.13,93.77,99.39,107.19,94.18,96.14,94.68,94.02,8,7.4,6.6,6.8,7.8,7.8,6,6,1.8,956,95.1597518920898
14483,8.5,4.9,11.3,7.5,6.7,32.5,34.5,2.58,-9.27,103.12,102.91,100.2,101.16,102.41,100.07,99.8,102.21,7,6,7,6.8,6.8,6.4,6.6,6.4,1.6,900,98.1989440917969
3299,4.2,3.3,1.1,1.5,0.6,30,31,4.03,3.26,97.47,108.92,86.7,102.36,99.47,107.3,90.41,98.2,6.8,7.6,6.6,8,6.4,6.4,7,6.4,1.3,972,153.809585571289
8133,17.3,3.7,16.9,5.9,18.7,32,27.5,3.28,-8.13,96.69,96.43,97.12,98.2,99.59,100.99,99.6,97.02,7.6,7.4,8,8,6.2,6.4,7.8,7,1.6,1058,139.294174194336
5041,8.5,4.6,11.6,5.3,4.8,26,35,2.91,-9.83,102.21,101.06,101.9,101.06,101.1,101.59,101.4,99.69,6,6.8,8,6.8,6.2,6.8,6.8,7.6,1.6,918,139.181396484375
11173,5.4,3,2,0.7,5.9,27.5,30,2.8,4.28,128.51,114.9,121.47,129.23,119.53,128.75,109.49,116.43,6.8,6.8,6.6,7.2,7.2,6.8,6.6,8,1.3,1016,121.055557250977
5703,0.7,13.2,0.3,9.1,2.9,26,34,-12.27,1.09,96.34,89.62,95.54,91.42,93.35,88.13,94.15,82.69,7.8,8,8,6,6.2,7,7.8,7.2,1.8,1000,126.708709716797
5224,3.7,8.6,12.8,5.8,8.3,33.5,34,21.16,-3.13,99.09,98.48,131.02,130.82,128.8,126.66,101.35,104.04,6,8,7.2,7.2,6.8,6.6,7.8,6.2,1.8,940,111.464263916016
8367,18.9,3.6,17.7,8.3,16.6,28,28.5,3.69,-8.5,95.34,98.59,96.73,97.81,102.92,100.6,97.51,96.33,6.6,6.8,6.2,7.2,7,7.6,7.8,7.2,1.7,976,110.904571533203
13043,21.7,2.4,29.4,2.3,19.7,31.5,30,22.51,0.32,96.43,100.69,150.52,151.99,144.8,145.58,100.56,101.89,7.6,7,6.2,6.2,6,6.8,7.4,6,1.7,1018,104.688201904297
2648,0.3,3.4,21.3,8.8,2.1,32,30,0.23,0.93,100.89,99.06,100.49,99.2,99.39,101.58,96.35,104.42,7.4,7.4,8,6.8,6.8,7.8,6.4,8,1.7,1018,135.604705810547
12237,2.6,1,2.3,1.3,1.4,25,33,4.34,2.87,96.89,105.27,86.01,103.08,99.86,107.62,90.5,97.9,7.2,7,7.4,7.6,8,6.8,6,7.2,1.7,962,104.891586303711
13117,5.6,2.6,0.5,1.6,3.3,29,31,-3.07,0,65.38,95.05,105.37,101.34,103.53,103.43,99.49,60.98,7.8,6.4,8,6.8,6.2,6.8,6.8,6.8,1.4,920,103.558349609375
4966,4.3,3,2.2,8,1.2,33,29.5,1.98,-5.16,99.29,102.21,100.08,103.94,104.3,98.58,107.94,104.95,8,6.6,6.8,7,6.8,7.6,8,8,1.4,962,112.389198303223
10743,5.3,5.7,15.4,4.7,5.9,26.5,32,2.82,2.01,99.6,99.28,102.96,103.92,103.39,99.29,99.7,100.5,7.2,7.4,6.6,7.4,6.2,7.2,7,7.6,1.6,916,99.5962524414062
426,1.4,1.4,2.5,1.8,4.6,33,26.5,3.86,2.75,98.15,105.81,84.9,102.36,96.24,105.8,89.78,98.7,6.6,7.8,6.2,6.6,6.4,6.6,7,7.2,1.2,984,161.576538085938
5534,4.5,1.7,2.3,1.5,6,32.5,31,2.76,4.65,129.29,111.84,124.91,127.21,122.94,128.5,109.83,116.43,6.6,6.6,7.4,8,6.6,7.4,7.6,7.6,1.2,1002,133.08854675293
3951,8.3,12.2,20.8,11.6,10.7,32,29,0.32,-0.82,95.61,96.06,101.71,104.66,96.1,97.01,94.02,95.81,7.4,6.6,6.8,7.6,7,6.4,6.6,6.6,1.5,962,127.313346862793
8644,3,10.8,9,14.9,1.6,25,35,-9.44,-1.08,9.82,84.38,100.87,92.78,92.41,82.24,105.17,12.29,7.6,6.2,6,6.6,6.6,7.8,7,6.4,1.2,1028,118.678619384766
11986,5.5,4.4,0.4,1.6,7.7,33,31,3.7,5.42,98.1,90.65,101.69,99.97,101.36,98.19,97.77,101.7,6.2,7.8,6.4,6.2,8,7.4,8,7.8,1.4,958,108.155624389648
5218,3.5,5,22.2,6.6,2.9,29,28,0.23,0.9,103.12,99.35,99.69,98.1,96.92,100.86,93.78,104.42,7.2,6.2,7.8,7.2,6,7.6,7.8,7.8,1.8,1002,95.8982086181641
14718,11,12,26.4,13.2,8.7,27.5,26,-3.44,-4.9,97.32,98.4,101.75,102.5,99.45,91.61,112.67,107.35,7.4,6.8,6.6,6.2,6.2,7.4,8,7.8,1.4,984,143.773330688477
8069,1,6.4,2,1.8,0.6,26,31,4.26,1.47,98.51,98.43,98.1,99.89,104.85,100.2,98.88,97.12,6.6,6.4,7.2,6.6,7.6,7,6.4,6.6,1.4,918,112.549644470215
7944,17.1,8.1,19.1,7.1,17.6,28.5,28.5,3.66,-7.41,96.5,99.37,96.04,97.32,99.79,101.29,97.41,96.83,6.4,8,6.4,7.2,7,7.8,8,6.2,1.2,972,116.692359924316
8318,4.7,11.6,1.5,13.9,3.9,31,26,-13.74,0.98,96.44,90.52,98.54,92.98,92.89,86.74,95.17,80.97,7.8,6.8,6.8,6.4,7.4,7.6,6.6,8,1.3,1006,138.253860473633
15009,7.4,2.4,2.3,0.6,6.3,27.5,28.5,3.86,6.14,97.9,94.35,102.81,99.68,104.55,98.68,97.58,100.3,7.4,7.6,7.8,7.8,7.4,6.8,6.8,6.4,1.6,986,149.524642944336
15256,1.3,0.6,0.8,1.3,6.9,31.5,31.5,2.86,4.14,128.64,114.67,123.68,128.35,123.42,124.19,108.72,117.37,8,6,6.2,7.2,8,6.8,6.8,6.4,1.5,1008,110.610527038574
2393,17.4,3.8,34.2,1.7,17.6,32,29,25.01,0.31,98.79,97.71,152.2,152.14,139.97,144,101.58,103.63,6,7.6,6.8,6.6,7.8,6.4,6.6,7.2,1.6,1056,152.279098510742
2987,4.7,2,1.6,2.8,7.2,29,27.5,3.29,4.5,130.7,111.5,124.66,126.83,120.38,128.88,111.82,116.9,6.6,6.4,6.6,6.6,6.4,7.2,7.6,7.6,1.5,992,110.85107421875
7383,7.1,10.2,20.3,15.7,10.9,28.5,27.5,0.28,-0.77,95.32,95.68,99.59,106.14,97.34,98.48,92.89,94.58,6.2,7.8,6.4,7.4,6,6.8,7.6,7.6,1.3,1020,111.361282348633
360,6.8,5,12.7,5.3,9,33,28.5,2.7,-8.95,100.48,102.39,99.1,103.93,103.33,101.19,100.9,99.09,6,6.4,6.6,6.6,7.2,7,7.2,7,1.6,1024,148.608200073242
6813,6.8,9,15.4,4,5.3,25,34.5,2.71,1.89,99.6,98.59,102.86,102.37,102.46,97.81,99.9,98.2,8,6.6,7.2,6.2,6.8,6.4,7.2,6.2,1.5,930,102.132217407227
483,2.6,3.8,3.5,0.7,1.1,25,30,3.78,1.39,100.89,94.86,98.98,98.8,101.54,99.1,98.78,98.9,7,7.2,6.8,6,7.2,7.4,8,6.2,1.3,1018,163.684875488281
6421,6.7,1.7,3.3,1.8,8.5,31.5,30,3.01,0,65.76,99.86,101.5,94.77,111.38,100.4,101.5,99.59,7.2,8,8,7.4,6,6.2,6.2,8,1.7,1048,104.950630187988
6253,9.3,11.9,23.5,9,6.9,31,33.5,-3.63,-5.28,100.39,96.53,101.85,103.73,99.45,91.8,112.11,107.99,7.2,8,6.6,6.6,7.6,7,6.2,6.8,1.2,1014,122.30152130127
15478,4.5,0.3,2.2,0.6,6.5,29.5,30,-2.84,0,65.12,98.34,101.23,105.37,100.69,100.58,97.91,60.98,7.2,7.8,6.8,6.6,6.8,6.6,8,6.6,1.3,954,143.658706665039
3258,1.6,10.6,2,12.6,4.4,30,32,-13.03,0.99,95.68,88.81,98.34,93.53,91.06,88.22,93.12,81.79,7.8,6.2,6.6,6.2,6,7.2,6.4,7.8,1.8,954,112.346733093262
16804,15.6,8.5,17.3,6.6,17,27.5,27.5,3.62,-7.25,97.36,97.71,97.8,97.22,100.4,99,99.3,98.79,6.4,7.8,7.4,6,7.6,7.2,8,7.6,1.3,968,124.937950134277
8614,3.3,0.7,2.7,1.2,10.2,27,27.5,2.86,4.07,128.9,111.28,123.56,125.94,119.78,126.09,110.93,117.95,7.2,6.8,6,7.8,6,6.4,7.6,7.6,1.8,962,101.66438293457
11029,0.6,4.7,22.8,4.3,3.9,35,32,0.24,0.93,99.68,96.52,99.3,101.4,98.8,101.27,96.64,102.75,7,7.8,7.6,7.6,6.8,6.8,7.4,7.4,1.6,1048,109.275260925293
7222,6.9,2.9,1.6,2.3,9,33,32.5,3.39,0,67.77,96.92,100.19,95.15,109.73,102.21,100.4,98.11,6.4,7.4,6.6,7.6,8,6,6.2,7.4,1.6,1018,135.239883422852
14695,21.6,4.7,28.7,4.9,19.6,30.5,27.5,22.18,0.28,99.58,100.59,150.67,152.76,141.39,141.26,100.56,100.87,6.8,7.6,6.8,6.4,7.6,7.8,7.6,6.4,1.7,920,135.380294799805
10782,3.8,9.1,19.7,14.6,12.2,30,34,0.33,-0.82,93.98,95.3,101.51,103.71,94.27,96.82,94.02,92.41,6.8,8,7.4,8,6.2,6.2,7.6,6.6,1.5,976,126.867172241211
11750,19,3.7,18.8,6.4,16.9,28.5,29,3.56,-7.52,97.17,96.92,98.78,100.07,99.08,99.4,99.2,97.41,6,7.8,6.4,7,7.6,7.6,6.2,7.8,1.6,906,128.340026855469
16788,2,6.3,2.5,1.9,4.9,27,30.5,3.9,1.43,100.99,97.46,98.88,100.09,102.26,97.71,97.71,100.58,6,6.8,6,6.2,6.4,8,7.2,6,1.8,1046,146.559539794922
5088,8.7,8.4,23,13.6,7.2,26,30,0.31,-0.81,95.32,95.3,99.89,104.45,97.82,97.7,93.55,94.87,7,7.8,6.4,7,6,6.2,8,8,1.5,904,125.925758361816
13998,5.4,0.6,1.1,3.5,3.8,29,33,4.36,3.21,96.8,109.02,86.44,102.67,97.51,108.59,91.13,98.7,7.4,6.6,6.2,6.4,7.4,7,6,8,1.3,984,130.097030639648
16440,11.6,14.4,28.8,14.7,9.3,27,32.5,-3.65,-5.19,97.22,98.1,104.85,100.56,98.57,94.96,111.33,106.61,7,7.8,6.8,7.4,7,8,7.6,7.2,1.6,938,92.4404449462891
14794,0.8,6.1,3,7.1,0.1,34,31.5,1.91,-4.6,99.29,101.5,101.6,100.16,103.26,99.36,106.23,103.4,6,7.4,7.2,7.2,7,6,7.8,6,1.2,920,150.67219543457
16237,3.3,9,3.9,7.9,5.3,28.5,29.5,0,-4.01,118.32,111.15,87.19,102.51,97.52,118.93,82.92,91.58,6.4,6,6.6,6.4,7.8,6.8,8,7.8,1.8,994,137.399307250977
15275,4.8,12.5,2.2,0.3,4.4,28,28,0.54,0,71.82,100.69,109.48,121.12,93.82,114.84,93.75,67.63,6.8,7.6,7.2,8,7.6,6.2,7,7.2,1.4,912,143.429901123047
4754,4.3,9.6,20.9,11.8,9.8,30.5,34.5,0.3,-0.81,95.51,96.63,99.08,105.93,96.29,97.21,95.25,94.11,8,7.8,7.6,6.8,6.8,8,7.8,6.4,1.8,972,122.650810241699
3182,3.4,4.4,22.7,8.5,2.8,30.5,25,0.25,1.02,100.08,99.06,98.8,100.1,97.32,103.73,95.88,105.14,6.6,6.6,6.6,6.2,7.6,6.8,6.4,6.2,1.7,974,98.977165222168
12096,17.4,8.1,21.3,4.3,14.8,27.5,31,3.25,-7.6,97.36,99.57,98.1,96.73,100.09,98.7,97.51,98.59,7.4,6,7,7.8,6.2,6.4,7.8,6.8,1.7,946,97.1549758911133
3086,1.3,5.9,20.4,7.4,5.6,32.5,29,0.27,1.07,99.58,99.16,97.91,99.8,96.63,101.58,97.21,105.46,8,6.2,7.6,7,8,6.2,6.2,6.2,1.7,924,92.1305084228516
6507,6.1,1,1.5,1.2,5.9,35,35,-2.81,0,64.54,95.73,104.13,103.09,99.57,102.92,99.79,61.65,7.8,7.4,6.2,6.8,6.4,7.4,8,7.2,1.2,996,155.362075805664
989,1.1,14.8,3,14.1,1.5,26.5,25,-12.37,0.97,93.87,89.98,97.18,91.42,91.98,88.22,95.17,82.36,7.4,7.6,6.6,6.6,7.8,7,6.4,7.4,1.3,994,139.491287231445
4955,6.1,8.9,10,11.6,4.2,27,30,21.2,-3.08,97.91,96.24,128.02,130.17,127.25,125.76,102.69,104.24,6.6,6.4,6.6,6.4,6.4,7.8,6.6,6,1.4,956,133.829299926758
14400,4.7,5.1,19.4,7.4,4.4,25.5,31.5,0.27,0.95,102.41,95.65,99.6,99.4,98.21,104.55,97.02,104.62,6.8,7.2,7.4,6.8,7,6.2,7.4,7.4,1.7,964,98.1484146118164
1089,2.7,1.5,5.7,2.8,9.9,28,29,3.1,0,68.31,98.59,99.38,93.17,112.16,99.8,102.21,99.39,8,6,7,7,7.8,7.4,7.4,6.6,1.4,984,155.262664794922
712,5.1,12,3.9,6.1,2.5,27,25.5,0,-4.01,117.38,110.25,88.43,103.77,99,120.14,83.66,93.98,7,7.2,8,7,7.2,7.6,6.8,6.2,1.3,968,153.166488647461
15357,5.3,0.2,5.7,0.4,9.7,28,35,3.09,0,66.23,99.76,102.92,95.43,110.72,101.8,99.1,97.42,8,7,7.8,7.8,6.6,7.4,6.2,7,1.4,966,120.750114440918
16537,9.7,12.4,23.6,12.2,9.1,28,26.5,-3.54,-5.1,100.39,97.12,102.47,102.2,96.14,94.87,109.56,107.46,7.6,6.2,7.4,6.4,7.8,6.8,6.4,7.4,1.4,956,104.156883239746
487,0.8,6.1,23.2,3.6,3.5,29.5,25,0.23,1,99.68,98.67,101.08,99.2,100.18,103.12,96.83,102.75,7.6,7,7,7.6,7.2,6.2,7.2,7.4,1.3,954,111.263603210449
351,0.4,6.9,0.7,4.9,1.6,31,25.5,2.06,-5.05,98.01,99.99,100.39,103.94,105.24,96.23,107.84,103.92,7.4,6.2,7.6,6.4,6.8,6.4,7,6.2,1.6,1052,127.388366699219
15816,2.6,1.5,3.1,0.9,10.3,35,27.5,3.31,0,68.11,98.68,100.08,93.73,110.61,99.8,100.4,98.4,6,7,6,7.8,7.8,6.2,7.8,6.2,1.3,918,112.531318664551
4238,6.5,1.1,6.4,1.7,8.7,29.5,27,3.32,0,67.64,98.88,99.58,94.11,110.72,98.59,99.8,98.8,6.4,6.2,6.8,7.8,7.8,6.8,6.8,6.8,1.7,956,139.632827758789
6804,1.1,12.3,2.2,13.7,2.9,32.5,28.5,-11.43,0.97,93.96,91.42,94.86,93.17,93.35,87.26,95.27,83.27,6.8,7.8,8,7,7.8,7,6.8,7.2,1.4,902,123.614875793457
15785,2.1,2.2,1.3,0.3,8.9,26.5,25,3.1,0,67.37,98.39,102.11,92.89,109.51,99,99.4,99.29,7.6,6.2,6.8,7.6,7.6,6.2,6,6.6,1.7,1014,121.296661376953
5237,4.7,12,17.8,16.1,12.3,31,32.5,0.28,-0.88,94.75,93.77,99.08,104.87,94.85,97.99,94.97,94.02,6,7.4,6.6,6.2,6.4,6,8,7,1.7,958,90.5001296997071
13034,5,11,12.3,6.8,3.8,25,29,18.96,-2.84,97.51,96.92,130.63,132.91,127.9,129.99,101.87,101.68,6.6,6.4,7.2,6.4,6.2,8,6.2,7.2,1.3,1050,132.955352783203
15169,3.9,0.2,1.5,3.1,7.1,30.5,29,3.43,0,66.97,95.94,101.71,95.62,112.49,99.7,101.8,97.22,6.2,8,7,6.8,7.8,6.2,7.4,7,1.2,1052,164.84228515625
13626,6,2.5,2.2,1.5,7.9,25,30,2.71,4.21,129.16,115.01,125.03,128.6,119.17,126.98,110.27,117.95,6.6,6.4,8,6.6,6.6,6.4,6.6,6.6,1.6,1054,155.314437866211
12057,7,2.4,11.2,4.5,6.4,26,33.5,2.63,-9.07,101.5,101.67,99.5,101.68,99.68,101.49,99,100.9,7.2,6.4,7.6,7.2,8,7.4,6.6,7.8,1.5,998,110.635528564453
14648,4.2,3.4,1.9,5.9,1.6,28.5,29.5,2.06,-4.81,99.09,102.21,101,100.98,105.97,96.33,106.33,103.3,6.4,7.4,6.4,8,6.6,6.2,7,7.2,1.8,1038,137.61882019043
13807,5.6,0.8,0.7,0.6,9.3,27.5,34,3.05,4.87,127.22,113.2,121.72,125.43,121.11,125.46,110.38,118.77,6.2,7.2,6,7.6,7,6,7.2,6.6,1.3,1014,163.761520385742
11370,2.3,2.8,3,0.5,9.2,27,32,3.13,0,67.37,96.53,100.89,95.62,112.27,101.5,100.6,97.81,6.2,7.6,7.8,6.6,7.2,6.4,7,7.2,1.5,1024,112.885765075684
16212,1.6,9.4,2.5,10,1.8,27,28.5,0,-3.68,117.97,113.96,88.35,105.34,98.6,120.02,80.95,91.3,6,7.6,7.2,7.8,7.6,6,6.4,6,1.4,998,114.156021118164
8567,6.3,5.3,11.5,3.2,6.2,26.5,32.5,3.04,-8.55,101.39,100.75,101.2,100.75,99.58,102.92,98.7,100.7,6.8,6,7,6.4,6.4,6.6,6,7.6,1.3,962,151.300354003906
11661,0.2,3.7,0.1,7.1,4.1,31,32.5,1.87,-5.47,99.58,99.58,100.19,100.16,102.32,97.02,106.66,103.92,6.6,6.4,6.8,6,6,6.8,6.2,7.4,1.4,910,150.631256103516
6895,5.2,4.7,3.6,5.8,0.2,33.5,28.5,4.34,1.5,97.32,95.54,98.29,98.11,101.54,99.4,96.63,99,6,6.6,7.8,6.6,6.6,6.2,7,6.4,1.5,1006,143.426040649414
5999,5.9,6.5,13.2,11.1,7.8,26.5,33,21.32,-3.13,96.53,96.24,130.76,131.73,130.6,128.71,103.52,101.78,7.6,7.6,7,6.2,8,7.2,6.2,7.8,1.2,922,162.292510986328
11513,4.1,5.6,1.5,3.6,3.1,32.5,35,3.82,4.1,99.89,92.89,104,100.7,102.2,99.98,93.51,98.99,6,7.6,6.4,6.6,6.6,6,6.8,7,1.7,1058,102.839233398438
16833,0.7,5.2,0.2,1.1,4.1,27,29,4.13,1.39,98.11,95.25,98.68,99.5,102.16,100.79,99.57,98.8,6.2,6.8,8,6.6,7.4,7.8,6.2,6,1.4,926,157.764419555664
15907,7.8,2.4,12.4,9,9.2,25,30.5,2.65,-8.82,100.48,103.11,99.6,100.86,103.33,101.19,99.2,99.69,7.6,6.6,7.2,7,7.4,7.2,7,7,1.7,1028,107.471122741699
1481,3.2,10.3,1.8,2,1.2,27,32,0.56,0,70.4,101.5,107.31,120.52,95.89,112.14,95.17,68.44,6.8,6.2,6.8,7.8,7.6,7.6,6.6,8,1.5,1012,140.558197021484
6759,5.7,3.5,1.3,4.5,2.4,32,28.5,4.24,6.22,100.9,92.5,102.51,99.68,103.11,98.29,95.54,98,7.8,7.6,7.6,7.4,7.2,6.8,6.2,6.2,1.3,1056,133.020599365234
5682,16.2,3.8,22.1,6.1,14.5,34,30,3.39,-7.86,98.04,98.39,97.12,99.09,99.89,99.2,101.29,96.53,7,8,8,7.4,6.8,7.6,7.4,7.2,1.8,942,128.310104370117
417,4.9,8.2,13.8,6.5,2,31.5,28.5,2.71,2.09,100.29,98,102.76,103.71,101.74,97.22,98.49,98.1,6,7.2,6.4,7.4,7.6,7.4,7.2,6.4,1.6,934,107.669631958008
